1;0.071482
2;0.064643
3;0.055164
4;0.058586
5;0.058732
6;0.059865
7;0.058644
8;0.060729
9;0.056565
10;0.056825
11;0.056813
12;0.056719
13;0.056684
14;0.056604
15;0.056845
16;0.077471
17;0.069748
